,CustomerID,Recency,Frequency,Monetary,Cluster
666,13232.0,12,7,1357.6,Occasional
667,13233.0,73,2,605.12,Occasional
668,13235.0,211,1,1031.07,At-Risk
669,13236.0,24,2,744.85,Occasional
670,13238.0,16,4,700.73,Occasional
671,13239.0,261,1,329.56,At-Risk
672,13240.0,95,4,663.65,Occasional
673,13242.0,111,3,270.40000000000003,Occasional
674,13243.0,202,1,600.07,At-Risk
675,13244.0,92,1,121.74000000000001,Occasional
676,13245.0,50,1,430.5,Occasional
677,13246.0,17,6,1987.3,Occasional
678,13247.0,17,4,501.12,Occasional
679,13248.0,124,2,465.68,Occasional
680,13249.0,91,3,711.41,Occasional
681,13253.0,156,2,1030.4,At-Risk
682,13255.0,8,2,399.51,Occasional
683,13258.0,11,3,698.5799999999999,Occasional
684,13259.0,61,1,292.32,Occasional
685,13260.0,60,1,557.62,Occasional
686,13261.0,268,2,944.1,At-Risk
687,13262.0,262,1,200.29,At-Risk
688,13263.0,0,35,7454.07,Regular
689,13265.0,52,5,2107.66,Occasional
690,13266.0,10,12,3834.2599999999998,Regular
691,13267.0,2,19,4521.49,Regular
692,13268.0,17,11,3214.69,Regular
693,13269.0,0,15,5346.23,Regular
694,13270.0,365,1,590.0,At-Risk
695,13271.0,36,1,217.38,Occasional
696,13272.0,30,2,276.56,Occasional
697,13273.0,112,1,138.98,Occasional
698,13276.0,63,2,590.93,Occasional
699,13277.0,15,4,258.4,Occasional
700,13278.0,40,1,542.73,Occasional
701,13279.0,77,1,137.75,Occasional
702,13280.0,121,3,814.86,Occasional
703,13282.0,17,3,1132.1399999999999,Occasional
704,13283.0,59,2,93.66,Occasional
705,13284.0,330,1,201.19,At-Risk
706,13285.0,22,4,2709.12,Occasional
707,13291.0,155,1,361.11,At-Risk
708,13292.0,38,2,578.94,Occasional
709,13294.0,189,2,873.74,At-Risk
710,13295.0,359,1,201.2,At-Risk
711,13296.0,136,1,87.4,Occasional
712,13297.0,7,4,2089.85,Occasional
713,13298.0,0,1,360.0,Occasional
714,13299.0,267,1,142.5,At-Risk
715,13300.0,168,1,371.89,At-Risk
716,13301.0,103,4,618.09,Occasional
717,13302.0,154,1,63.75,At-Risk
718,13304.0,350,1,300.42,At-Risk
719,13305.0,3,10,2000.86,Occasional
720,13307.0,119,1,15.0,Occasional
721,13308.0,22,3,1385.51,Occasional
722,13309.0,6,5,1456.79,Occasional
723,13310.0,27,3,1132.03,Occasional
724,13311.0,3,2,598.5699999999999,Occasional
725,13313.0,21,5,1555.32,Occasional
726,13314.0,1,3,775.9399999999999,Occasional
727,13316.0,36,4,5977.73,Occasional
728,13317.0,65,6,2273.68,Occasional
729,13318.0,0,3,640.76,Occasional
730,13319.0,4,26,10845.55,Regular
731,13320.0,77,4,1548.7,Occasional
732,13321.0,71,2,567.36,Occasional
733,13322.0,16,1,199.48000000000002,Occasional
734,13323.0,2,5,787.85,Occasional
735,13324.0,35,10,7121.95,Regular
736,13325.0,81,1,675.3,Occasional
737,13327.0,38,8,3627.77,Occasional
738,13328.0,315,1,1308.48,At-Risk
739,13329.0,31,2,789.0,Occasional
740,13330.0,92,3,1140.93,Occasional
741,13332.0,13,1,350.9,Occasional
742,13334.0,81,3,3536.82,Occasional
743,13336.0,76,1,795.12,Occasional
744,13338.0,157,1,487.02,At-Risk
745,13339.0,200,1,860.12,At-Risk
746,13340.0,44,7,10736.48,Occasional
747,13341.0,260,1,775.85,At-Risk
748,13343.0,177,1,353.43,At-Risk
749,13344.0,67,3,2543.72,Occasional
750,13345.0,287,1,389.5,At-Risk
751,13347.0,69,1,341.36,Occasional
752,13348.0,63,1,233.76,Occasional
753,13349.0,10,1,247.32,Occasional
754,13350.0,15,2,979.12,Occasional
755,13351.0,65,1,373.94,Occasional
756,13352.0,59,1,397.98,Occasional
757,13354.0,70,1,743.53,Occasional
758,13355.0,121,1,674.7,Occasional
759,13356.0,79,1,768.24,Occasional
760,13357.0,256,1,609.95,At-Risk
761,13358.0,268,1,439.03,At-Risk
762,13359.0,63,1,439.56,Occasional
763,13362.0,8,4,3090.74,Occasional
764,13363.0,17,2,992.5,Occasional
765,13364.0,70,1,134.96,Occasional
766,13365.0,33,2,2225.37,Occasional
767,13366.0,49,1,56.16,Occasional
768,13368.0,256,2,623.4,At-Risk
769,13369.0,365,1,308.28,At-Risk
770,13370.0,371,1,754.87,At-Risk
771,13372.0,89,1,378.64,Occasional
772,13373.0,60,3,3312.25,Occasional
773,13375.0,88,1,778.65,Occasional
774,13376.0,98,3,1019.76,Occasional
775,13379.0,25,3,572.56,Occasional
776,13381.0,31,6,3639.31,Occasional
777,13382.0,280,1,222.99,At-Risk
778,13384.0,30,7,4151.93,Occasional
779,13385.0,329,1,534.57,At-Risk
780,13388.0,130,2,677.1,Occasional
781,13389.0,10,3,797.96,Occasional
782,13390.0,74,1,544.08,Occasional
783,13391.0,203,1,59.8,At-Risk
784,13394.0,1,8,2520.02,Occasional
785,13395.0,184,1,307.72,At-Risk
786,13396.0,28,2,1360.99,Occasional
787,13397.0,72,5,1544.13,Occasional
788,13398.0,191,1,457.34000000000003,At-Risk
789,13402.0,126,2,621.23,Occasional
790,13403.0,17,1,75.0,Occasional
791,13404.0,0,2,252.49,Occasional
792,13405.0,73,3,572.45,Occasional
793,13408.0,1,62,28117.04,Loyal
794,13410.0,23,5,1003.06,Occasional
795,13411.0,106,1,213.55,Occasional
796,13414.0,133,3,1390.5,Occasional
797,13416.0,43,2,712.5,Occasional
798,13417.0,4,2,640.83,Occasional
799,13418.0,11,18,6127.43,Regular
800,13419.0,63,1,221.06,Occasional
801,13420.0,149,2,159.85,At-Risk
802,13421.0,39,2,1851.08,Occasional
803,13422.0,63,1,2626.3,Occasional
804,13425.0,107,3,1624.21,Occasional
805,13426.0,0,10,3641.32,Occasional
806,13427.0,18,3,582.6,Occasional
807,13428.0,9,1,218.47,Occasional
808,13429.0,10,4,1006.8,Occasional
809,13430.0,18,2,679.45,Occasional
810,13431.0,66,2,1269.1,Occasional
811,13434.0,73,2,534.24,Occasional
812,13435.0,4,7,3809.89,Occasional
813,13436.0,1,1,196.89,Occasional
814,13437.0,13,7,3408.06,Occasional
815,13439.0,254,1,283.71,At-Risk
816,13441.0,91,1,296.64,Occasional
817,13447.0,22,3,1129.1399999999999,Occasional
818,13448.0,16,6,3539.37,Occasional
819,13449.0,23,1,291.88,Occasional
820,13450.0,26,6,2043.72,Occasional
821,13451.0,25,5,2976.15,Occasional
822,13452.0,258,2,590.0,At-Risk
823,13453.0,165,2,356.98,At-Risk
824,13455.0,24,2,1058.34,Occasional
825,13456.0,17,6,1766.72,Occasional
826,13458.0,6,14,9646.57,Regular
827,13460.0,28,2,183.44,Occasional
828,13461.0,38,3,1445.0,Occasional
829,13462.0,252,1,151.5,At-Risk
830,13464.0,57,1,674.68,Occasional
831,13466.0,183,1,307.9,At-Risk
832,13467.0,10,2,1083.71,Occasional
833,13468.0,1,37,5704.97,Regular
834,13470.0,98,2,165.0,Occasional
835,13471.0,0,4,2531.58,Occasional
836,13473.0,60,2,422.64,Occasional
837,13474.0,235,1,229.59,At-Risk
838,13475.0,190,4,1431.78,At-Risk
839,13476.0,178,2,1238.47,At-Risk
840,13477.0,37,6,1454.58,Occasional
841,13479.0,200,2,300.95,At-Risk
842,13481.0,45,5,1804.56,Occasional
843,13482.0,231,1,184.64,At-Risk
844,13483.0,65,1,140.34,Occasional
845,13484.0,240,1,313.8,At-Risk
846,13485.0,232,1,454.24,At-Risk
847,13486.0,77,3,1122.41,Occasional
848,13487.0,57,3,575.4,Occasional
849,13488.0,16,13,8968.31,Regular
850,13489.0,104,4,449.52,Occasional
851,13491.0,51,10,1215.82,Occasional
852,13492.0,135,3,1269.84,Occasional
853,13493.0,274,2,618.63,At-Risk
854,13494.0,311,1,316.26,At-Risk
855,13495.0,7,5,2044.87,Occasional
856,13496.0,10,2,653.33,Occasional
857,13497.0,282,2,348.05,At-Risk
858,13499.0,17,5,1159.11,Occasional
859,13500.0,22,3,1166.77,Occasional
860,13501.0,287,1,1340.32,At-Risk
861,13502.0,16,3,292.0,Occasional
862,13503.0,70,1,216.85,Occasional
863,13504.0,63,1,295.93,Occasional
864,13505.0,72,4,4393.63,Occasional
865,13506.0,315,2,458.52,At-Risk
866,13507.0,2,4,2479.16,Occasional
867,13508.0,243,1,110.97,At-Risk
868,13509.0,8,7,979.72,Occasional
869,13510.0,0,4,1791.56,Occasional
870,13512.0,260,1,251.21,At-Risk
871,13513.0,126,1,205.1,Occasional
872,13514.0,73,1,152.2,Occasional
873,13515.0,72,4,891.12,Occasional
874,13516.0,20,3,1389.41,Occasional
875,13517.0,59,3,2128.42,Occasional
876,13518.0,85,1,659.44,Occasional
877,13519.0,77,1,122.75,Occasional
878,13520.0,58,6,3624.35,Occasional
879,13521.0,0,3,1093.65,Occasional
880,13522.0,29,1,125.8,Occasional
881,13523.0,32,5,3964.88,Occasional
882,13524.0,40,5,680.18,Occasional
883,13525.0,14,2,628.78,Occasional
884,13527.0,33,7,2287.51,Occasional
885,13529.0,78,2,307.76,Occasional
886,13531.0,204,2,483.8,At-Risk
887,13532.0,33,1,210.31,Occasional
888,13533.0,182,3,270.79,At-Risk
889,13534.0,1,25,5870.08,Regular
890,13536.0,0,7,3448.29,Occasional
891,13538.0,42,7,1280.85,Occasional
892,13539.0,85,3,631.34,Occasional
893,13544.0,39,2,291.41,Occasional
894,13546.0,11,3,626.99,Occasional
895,13548.0,95,2,682.41,Occasional
896,13549.0,25,7,918.2,Occasional
897,13551.0,318,1,91.80000000000001,At-Risk
898,13552.0,65,12,3740.07,Regular
899,13555.0,73,4,4149.28,Occasional
900,13557.0,27,2,584.06,Occasional
901,13558.0,5,4,605.06,Occasional
902,13560.0,6,1,174.37,Occasional
903,13561.0,215,1,141.85999999999999,At-Risk
904,13562.0,81,3,1799.3300000000002,Occasional
905,13563.0,83,2,777.53,Occasional
906,13564.0,143,3,1749.02,Occasional
907,13565.0,18,2,240.22,Occasional
908,13566.0,40,2,874.71,Occasional
909,13568.0,172,1,192.85,At-Risk
910,13569.0,16,2,373.75,Occasional
911,13570.0,242,1,239.49,At-Risk
912,13571.0,12,12,2092.32,Regular
913,13572.0,205,1,1384.25,At-Risk
914,13573.0,49,2,294.4,Occasional
915,13575.0,22,5,732.07,Occasional
916,13576.0,9,18,6717.34,Regular
917,13577.0,24,4,1687.6000000000001,Occasional
918,13579.0,14,2,467.04,Occasional
919,13581.0,308,1,118.0,At-Risk
920,13583.0,155,1,781.03,At-Risk
921,13584.0,306,1,142.4,At-Risk
922,13587.0,63,1,712.4,Occasional
923,13588.0,15,9,2478.95,Occasional
924,13589.0,14,2,379.65,Occasional
925,13590.0,10,6,1981.92,Occasional
926,13591.0,64,3,1117.13,Occasional
927,13592.0,35,4,247.96,Occasional
928,13593.0,107,5,2037.08,Occasional
929,13594.0,52,1,396.97,Occasional
930,13596.0,5,2,697.04,Occasional
931,13598.0,46,1,180.17000000000002,Occasional
932,13599.0,0,21,5153.67,Regular
933,13600.0,311,1,219.52,At-Risk
934,13601.0,44,2,693.32,Occasional
935,13602.0,64,1,428.89,Occasional
936,13603.0,25,1,164.34,Occasional
937,13606.0,28,3,280.54,Occasional
938,13607.0,39,1,678.01,Occasional
939,13610.0,11,7,1131.88,Occasional
940,13611.0,88,3,1171.8,Occasional
941,13614.0,23,4,1610.46,Occasional
942,13615.0,318,1,417.69,At-Risk
943,13617.0,39,3,544.18,Occasional
944,13618.0,173,1,177.34,At-Risk
945,13621.0,116,1,213.85,Occasional
946,13623.0,30,5,747.78,Occasional
947,13626.0,252,1,257.23,At-Risk
948,13627.0,58,5,1638.47,Occasional
949,13629.0,22,11,7792.36,Regular
950,13630.0,4,7,2031.78,Occasional
951,13631.0,99,11,3070.42,Occasional
952,13632.0,24,5,2121.27,Occasional
953,13634.0,32,5,1575.16,Occasional
954,13635.0,67,1,1071.03,Occasional
955,13636.0,36,5,949.12,Occasional
956,13637.0,51,3,810.5,Occasional
957,13638.0,15,1,122.64,Occasional
958,13639.0,73,1,1033.34,Occasional
959,13642.0,215,1,354.8,At-Risk
960,13643.0,30,3,519.44,Occasional
961,13644.0,15,4,2624.26,Occasional
962,13645.0,119,1,252.1,Occasional
963,13647.0,9,4,1678.1200000000001,Occasional
964,13649.0,256,2,346.6,At-Risk
965,13650.0,16,6,1836.34,Occasional
966,13651.0,34,2,94.2,Occasional
967,13652.0,45,3,1095.08,Occasional
968,13654.0,42,6,2707.33,Occasional
969,13655.0,113,2,932.97,Occasional
970,13656.0,164,2,379.65,At-Risk
971,13657.0,10,2,382.14,Occasional
972,13658.0,9,5,2639.17,Occasional
973,13659.0,205,2,1573.2,At-Risk
974,13662.0,85,3,897.76,Occasional
975,13663.0,178,1,189.47,At-Risk
976,13666.0,59,3,84.65,Occasional
977,13667.0,148,1,305.02,At-Risk
978,13668.0,2,21,6363.59,Regular
979,13669.0,50,2,218.55,Occasional
980,13670.0,74,1,349.7,Occasional
981,13672.0,300,2,186.39,At-Risk
982,13673.0,18,2,396.92,Occasional
983,13675.0,150,2,486.82,At-Risk
984,13678.0,151,1,232.6,At-Risk
985,13680.0,0,4,3722.42,Occasional
986,13681.0,17,4,827.83,Occasional
987,13682.0,186,1,59.5,At-Risk
988,13684.0,285,1,67.23,At-Risk
989,13685.0,2,7,3119.44,Occasional
990,13686.0,182,1,72.0,At-Risk
991,13689.0,62,1,910.0,Occasional
992,13690.0,58,1,172.25,Occasional
993,13692.0,24,3,1488.32,Occasional
994,13694.0,3,50,65039.62,Loyal
995,13695.0,30,15,2504.13,Regular
996,13697.0,38,1,151.3,Occasional
997,13699.0,154,1,308.58,At-Risk
998,13700.0,25,10,2265.12,Occasional
999,13703.0,317,1,99.5,At-Risk
1000,13704.0,4,9,2308.06,Occasional
1001,13705.0,7,3,711.86,Occasional
1002,13706.0,302,1,330.79,At-Risk
1003,13707.0,266,2,806.41,At-Risk
1004,13708.0,270,1,296.88,At-Risk
1005,13709.0,3,13,6328.05,Regular
1006,13710.0,31,1,180.48,Occasional
1007,13711.0,218,2,252.06,At-Risk
1008,13712.0,246,1,228.84,At-Risk
1009,13715.0,280,5,1079.34,At-Risk
1010,13716.0,268,1,138.28,At-Risk
1011,13717.0,31,6,1445.01,Occasional
1012,13718.0,245,2,306.55,At-Risk
1013,13719.0,14,5,1041.68,Occasional
1014,13720.0,116,4,799.9,Occasional
1015,13721.0,35,1,524.14,Occasional
1016,13722.0,131,3,2375.41,Occasional
1017,13723.0,216,1,199.85,At-Risk
1018,13725.0,49,8,1980.56,Occasional
1019,13726.0,38,2,1079.66,Occasional
1020,13727.0,28,2,333.48,Occasional
1021,13728.0,36,6,1016.14,Occasional
1022,13730.0,135,2,752.6,Occasional
1023,13731.0,218,2,610.59,At-Risk
1024,13732.0,27,1,491.86,Occasional
1025,13735.0,24,4,2885.2400000000002,Occasional
1026,13736.0,4,2,731.9,Occasional
1027,13737.0,199,1,339.6,At-Risk
1028,13739.0,17,1,216.9,Occasional
1029,13740.0,240,1,350.75,At-Risk
1030,13741.0,71,3,668.43,Occasional
1031,13742.0,16,12,3131.02,Regular
1032,13743.0,2,7,1341.6,Occasional
1033,13744.0,94,2,1156.36,Occasional
1034,13745.0,161,1,300.04,At-Risk
1035,13747.0,373,1,79.6,At-Risk
1036,13748.0,95,5,948.25,Occasional
1037,13750.0,53,5,1647.26,Occasional
1038,13751.0,287,1,296.25,At-Risk
1039,13752.0,123,6,1186.28,Occasional
1040,13753.0,287,1,741.26,At-Risk
1041,13754.0,151,2,282.6,At-Risk
1042,13755.0,3,9,2161.35,Occasional
1043,13756.0,1,14,5189.52,Regular
1044,13758.0,11,7,3190.55,Occasional
1045,13759.0,32,2,659.41,Occasional
1046,13760.0,53,2,286.79,Occasional
1047,13761.0,49,2,1070.65,Occasional
1048,13762.0,218,1,306.72,At-Risk
1049,13763.0,62,1,1714.96,Occasional
1050,13764.0,70,3,1521.76,Occasional
1051,13767.0,1,37,17220.36,Regular
1052,13769.0,1,10,2796.5099999999998,Occasional
1053,13771.0,63,4,2634.45,Occasional
1054,13772.0,33,3,1132.13,Occasional
1055,13774.0,81,1,345.0,Occasional
1056,13777.0,0,33,25977.16,Regular
1057,13778.0,102,1,178.7,Occasional
1058,13780.0,6,2,360.01,Occasional
1059,13781.0,250,1,127.84,At-Risk
1060,13782.0,12,6,912.0,Occasional
1061,13784.0,9,11,2462.79,Regular
1062,13786.0,366,1,230.4,At-Risk
1063,13787.0,75,2,309.04,Occasional
1064,13790.0,3,1,348.8,Occasional
1065,13791.0,127,2,1516.0,Occasional
1066,13792.0,65,2,195.55,Occasional
1067,13798.0,0,57,37153.85,Loyal
1068,13799.0,116,2,688.86,Occasional
1069,13800.0,309,1,558.3199999999999,At-Risk
1070,13801.0,66,1,324.8,Occasional
1071,13802.0,138,3,4599.42,Occasional
1072,13803.0,254,1,277.07,At-Risk
1073,13804.0,30,7,2635.79,Occasional
1074,13805.0,51,2,924.5999999999999,Occasional
1075,13806.0,63,1,256.38,Occasional
1076,13807.0,366,1,112.6,At-Risk
1077,13808.0,5,5,1747.66,Occasional
1078,13809.0,304,1,155.05,At-Risk
1079,13810.0,28,3,1499.01,Occasional
1080,13811.0,183,3,814.5,At-Risk
1081,13812.0,41,3,539.0,Occasional
1082,13813.0,39,4,1366.86,Occasional
1083,13814.0,91,2,1579.12,Occasional
1084,13815.0,21,4,4027.36,Occasional
1085,13816.0,23,2,571.67,Occasional
1086,13817.0,28,2,382.98,Occasional
1087,13819.0,301,3,1140.35,At-Risk
1088,13821.0,144,2,385.64,Occasional
1089,13822.0,5,2,632.0,Occasional
1090,13823.0,18,2,957.66,Occasional
1091,13824.0,32,5,1698.94,Occasional
1092,13826.0,175,1,189.5,At-Risk
1093,13827.0,57,3,412.05,Occasional
1094,13828.0,21,1,209.49,Occasional
1095,13831.0,15,6,2202.99,Occasional
1096,13832.0,18,1,52.2,Occasional
1097,13833.0,158,1,384.8,At-Risk
1098,13835.0,24,4,834.57,Occasional
1099,13837.0,211,2,271.24,At-Risk
1100,13838.0,5,4,691.73,Occasional
1101,13841.0,252,1,85.0,At-Risk
1102,13842.0,58,9,3385.62,Occasional
1103,13844.0,10,1,361.62,Occasional
1104,13845.0,64,1,312.98,Occasional
1105,13846.0,24,3,865.06,Occasional
1106,13848.0,91,3,1255.0,Occasional
1107,13849.0,51,2,1537.95,Occasional
1108,13850.0,128,1,1595.48,Occasional
1109,13851.0,95,3,2651.46,Occasional
1110,13853.0,56,1,1090.1399999999999,Occasional
1111,13854.0,8,25,8109.5199999999995,Regular
1112,13856.0,168,3,388.5,At-Risk
1113,13858.0,56,1,216.17000000000002,Occasional
1114,13859.0,325,1,201.16,At-Risk
1115,13860.0,0,5,1245.9,Occasional
1116,13862.0,17,8,2209.36,Occasional
1117,13863.0,247,1,305.78,At-Risk
1118,13865.0,57,4,501.56,Occasional
1119,13866.0,73,1,145.67,Occasional
1120,13867.0,30,3,1015.29,Occasional
1121,13868.0,6,2,3192.54,Occasional
1122,13869.0,122,4,3104.95,Occasional
1123,13870.0,1,8,2770.94,Occasional
1124,13871.0,22,13,6403.25,Regular
1125,13873.0,119,3,389.6,Occasional
1126,13874.0,357,1,540.45,At-Risk
1127,13875.0,53,5,1786.79,Occasional
1128,13876.0,63,1,122.7,Occasional
1129,13877.0,85,1,117.24,Occasional
1130,13878.0,54,1,1281.53,Occasional
1131,13880.0,20,13,3219.77,Regular
1132,13881.0,3,20,17159.52,Regular
1133,13882.0,2,5,1191.13,Occasional
1134,13883.0,10,5,2674.48,Occasional
1135,13884.0,6,5,787.6,Occasional
1136,13885.0,188,2,506.8,At-Risk
1137,13886.0,70,1,243.56,Occasional
1138,13887.0,203,1,349.55,At-Risk
1139,13888.0,119,2,605.63,Occasional
1140,13889.0,92,1,416.9,Occasional
1141,13890.0,0,10,1883.81,Occasional
1142,13892.0,26,4,632.97,Occasional
1143,13893.0,297,1,821.1,At-Risk
1144,13894.0,23,3,564.62,Occasional
1145,13895.0,27,4,2593.07,Occasional
1146,13897.0,49,1,311.16,Occasional
1147,13898.0,325,1,155.93,At-Risk
1148,13899.0,15,2,388.52,Occasional
1149,13900.0,182,3,740.95,At-Risk
1150,13901.0,71,5,2867.2,Occasional
1151,13904.0,36,2,332.64,Occasional
1152,13908.0,79,4,2369.55,Occasional
1153,13911.0,56,9,2580.91,Occasional
1154,13914.0,11,2,626.45,Occasional
1155,13917.0,49,2,272.04,Occasional
1156,13918.0,49,2,1212.84,Occasional
1157,13919.0,58,2,384.81,Occasional
1158,13922.0,351,1,172.25,At-Risk
1159,13923.0,53,1,351.13,Occasional
1160,13924.0,1,6,1838.85,Occasional
1161,13925.0,92,4,678.25,Occasional
1162,13926.0,22,1,223.85,Occasional
1163,13927.0,74,1,348.99,Occasional
1164,13928.0,10,4,464.57,Occasional
1165,13929.0,168,2,842.65,At-Risk
1166,13930.0,57,2,337.34,Occasional
1167,13931.0,95,2,1237.53,Occasional
1168,13932.0,294,1,307.4,At-Risk
1169,13933.0,108,2,608.79,Occasional
1170,13934.0,263,1,922.1,At-Risk
1171,13936.0,179,1,376.58,At-Risk
1172,13937.0,168,1,158.85,At-Risk
1173,13938.0,34,1,71.66,Occasional
1174,13939.0,22,3,568.55,Occasional
1175,13940.0,16,4,839.14,Occasional
1176,13941.0,21,5,5112.96,Occasional
1177,13946.0,78,3,561.57,Occasional
1178,13947.0,64,1,90.6,Occasional
1179,13948.0,360,1,102.0,At-Risk
1180,13949.0,2,6,2427.3199999999997,Occasional
1181,13950.0,10,4,745.06,Occasional
1182,13951.0,175,3,674.45,At-Risk
1183,13952.0,217,2,3251.07,At-Risk
1184,13953.0,6,7,3515.68,Occasional
1185,13954.0,1,2,439.92,Occasional
1186,13955.0,153,2,322.96,At-Risk
1187,13956.0,4,5,1026.42,Occasional
1188,13959.0,78,3,598.2,Occasional
1189,13960.0,20,2,230.22,Occasional
1190,13962.0,21,2,169.54999999999998,Occasional
1191,13963.0,307,4,664.54,At-Risk
1192,13967.0,145,1,80.7,At-Risk
1193,13969.0,6,18,9053.94,Regular
1194,13971.0,18,8,2758.2599999999998,Occasional
1195,13972.0,70,2,190.25,Occasional
1196,13973.0,286,1,264.7,At-Risk
1197,13974.0,48,1,413.59,Occasional
1198,13975.0,30,6,2526.28,Occasional
1199,13976.0,206,1,357.98,At-Risk
1200,13978.0,14,2,196.79,Occasional
1201,13979.0,72,1,869.87,Occasional
1202,13980.0,59,1,200.14,Occasional
1203,13982.0,38,4,1871.81,Occasional
1204,13983.0,29,12,2603.43,Regular
1205,13984.0,26,5,920.51,Occasional
1206,13985.0,3,15,7060.13,Regular
1207,13986.0,16,1,320.46,Occasional
1208,13988.0,19,6,4147.96,Occasional
1209,13989.0,65,2,1266.08,Occasional
1210,13990.0,212,1,311.3,At-Risk
1211,13991.0,11,6,855.97,Occasional
1212,13992.0,29,1,76.8,Occasional
1213,13993.0,42,9,3466.36,Occasional
1214,13994.0,3,6,2313.14,Occasional
1215,13995.0,14,5,1393.69,Occasional
1216,13999.0,9,12,3901.81,Regular
1217,14000.0,210,1,635.66,At-Risk
1218,14001.0,45,3,2043.08,Occasional
1219,14002.0,133,2,529.73,Occasional
1220,14004.0,42,7,4582.64,Occasional
1221,14005.0,9,5,2874.72,Occasional
1222,14006.0,115,3,962.19,Occasional
1223,14009.0,197,2,695.61,At-Risk
1224,14012.0,277,1,328.8,At-Risk
1225,14013.0,109,3,473.02,Occasional
1226,14014.0,76,1,505.18,Occasional
1227,14015.0,52,1,917.34,Occasional
1228,14016.0,161,4,4341.21,At-Risk
1229,14019.0,46,3,1421.61,Occasional
1230,14020.0,16,2,642.8,Occasional
1231,14021.0,154,3,631.9,At-Risk
1232,14022.0,224,1,440.0,At-Risk
1233,14023.0,6,2,584.0699999999999,Occasional
1234,14024.0,121,2,327.7,Occasional
1235,14027.0,60,1,104.82,Occasional
1236,14029.0,62,2,467.66,Occasional
1237,14030.0,17,8,2360.09,Occasional
1238,14031.0,6,19,17286.86,Regular
1239,14032.0,1,11,2975.59,Regular
1240,14034.0,21,3,651.82,Occasional
1241,14035.0,28,5,1428.02,Occasional
1242,14036.0,284,1,626.65,At-Risk
1243,14037.0,175,2,147.2,At-Risk
1244,14038.0,77,3,1560.38,Occasional
1245,14039.0,32,1,152.2,Occasional
1246,14040.0,40,12,3614.92,Regular
1247,14041.0,265,1,141.41,At-Risk
1248,14044.0,26,4,652.82,Occasional
1249,14045.0,108,4,1659.75,Occasional
1250,14046.0,283,1,154.99,At-Risk
1251,14047.0,8,5,1308.61,Occasional
1252,14048.0,304,1,409.93,At-Risk
1253,14049.0,16,4,5681.72,Occasional
1254,14050.0,31,2,746.36,Occasional
1255,14051.0,0,23,15610.39,Regular
1256,14052.0,19,1,225.36,Occasional
1257,14053.0,123,2,260.25,Occasional
1258,14054.0,64,1,92.46000000000001,Occasional
1259,14055.0,105,1,725.64,Occasional
1260,14056.0,0,23,8214.65,Regular
1261,14057.0,23,17,6217.96,Regular
1262,14059.0,266,1,183.6,At-Risk
1263,14060.0,4,19,6140.42,Regular
1264,14062.0,9,12,10464.85,Regular
1265,14064.0,28,5,1353.74,Occasional
1266,14066.0,266,1,152.55,At-Risk
1267,14067.0,63,2,374.7,Occasional
1268,14068.0,319,1,265.85,At-Risk
1269,14071.0,3,8,1438.82,Occasional
1270,14073.0,31,1,151.04,Occasional
1271,14075.0,4,3,942.26,Occasional
1272,14076.0,128,1,122.47,Occasional
1273,14077.0,40,5,499.42,Occasional
1274,14078.0,101,6,1049.3700000000001,Occasional
1275,14079.0,124,1,375.1,Occasional
1276,14080.0,32,1,45.599999999999994,Occasional
1277,14081.0,301,2,934.52,At-Risk
1278,14082.0,364,1,182.25,At-Risk
1279,14083.0,3,9,1018.43,Occasional
1280,14085.0,1,18,4448.54,Regular
1281,14087.0,2,1,194.42,Occasional
1282,14088.0,9,13,50491.81,Regular
1283,14089.0,56,1,161.0,Occasional
1284,14090.0,324,1,76.32,At-Risk
1285,14092.0,7,14,4076.91,Regular
1286,14093.0,11,1,442.85,Occasional
1287,14096.0,3,17,56580.06,Loyal
1288,14098.0,36,1,147.35,Occasional
1289,14099.0,15,11,3104.17,Regular
1290,14100.0,137,1,194.9,Occasional
1291,14101.0,73,6,5436.79,Occasional
1292,14102.0,4,5,1360.28,Occasional
1293,14104.0,154,2,216.21,At-Risk
1294,14105.0,238,1,1266.23,At-Risk
1295,14107.0,51,7,2703.23,Occasional
1296,14108.0,30,2,597.91,Occasional
1297,14109.0,72,1,144.2,Occasional
1298,14110.0,3,12,5683.15,Regular
1299,14111.0,13,4,692.85,Occasional
1300,14112.0,22,7,2915.15,Occasional
1301,14113.0,3,4,1840.42,Occasional
1302,14114.0,273,2,386.53,At-Risk
1303,14116.0,19,5,1382.74,Occasional
1304,14117.0,143,1,90.0,Occasional
1305,14121.0,3,4,2780.15,Occasional
1306,14124.0,83,1,419.58,Occasional
1307,14125.0,10,3,2740.43,Occasional
1308,14126.0,7,3,706.13,Occasional
1309,14127.0,122,3,709.71,Occasional
1310,14128.0,60,2,637.5,Occasional
1311,14129.0,1,5,1123.86,Occasional
1312,14130.0,318,1,483.86,At-Risk
1313,14132.0,1,11,3586.0299999999997,Regular
1314,14133.0,129,3,605.64,Occasional
1315,14135.0,1,15,4690.31,Regular
1316,14138.0,1,2,982.38,Occasional
1317,14139.0,45,1,415.82,Occasional
1318,14140.0,3,2,935.05,Occasional
1319,14141.0,2,4,915.13,Occasional
1320,14142.0,372,1,311.81,At-Risk
1321,14143.0,133,1,115.8,Occasional
1322,14145.0,46,4,3742.2,Occasional
1323,14146.0,8,5,4191.0,Occasional
